time	V(6)	V(10)	V(11)	V(vdd)	I(Rz)	Id(M1)
7.716361861638266e-004	2.632413e+001	5.653961e+000	-4.865509e-002	1.799775e+001	2.093791e-002	3.216423e-005
7.732832276372559e-004	2.632379e+001	5.711482e+000	-4.958763e-002	1.799775e+001	2.093721e-002	3.203400e-005
7.747918427580824e-004	2.632347e+001	5.745351e+000	-4.987442e-002	1.799775e+001	2.093652e-002	3.199426e-005
7.764226280817521e-004	2.632312e+001	5.762623e+000	-4.960916e-002	1.799774e+001	2.093571e-002	3.203178e-005
7.788153018266630e-004	2.632262e+001	5.750628e+000	-4.813085e-002	1.799774e+001	2.093442e-002	3.223988e-005
7.826896323792631e-004	2.632180e+001	5.655840e+000	-4.360386e-002	1.799773e+001	2.093211e-002	3.287986e-005
7.866896323791561e-004	2.632096e+001	5.468768e+000	-3.652600e-002	1.799772e+001	2.092947e-002	3.388941e-005
7.906896323790491e-004	2.632012e+001	5.191076e+000	-2.717575e-002	1.799771e+001	2.092657e-002	3.523985e-005
7.946896323789421e-004	2.631927e+001	4.836618e+000	-1.611795e-002	1.799769e+001	2.092345e-002	3.686106e-005
7.986896323788351e-004	2.631843e+001	4.425239e+000	-4.047399e-003	1.799768e+001	2.092015e-002	3.865961e-005
8.026896323787280e-004	2.631759e+001	3.981272e+000	8.277467e-003	1.799767e+001	2.091676e-002	4.052584e-005
8.066896323786210e-004	2.631675e+001	3.532352e+000	2.008223e-002	1.799765e+001	2.091336e-002	4.234018e-005
8.106896323785140e-004	2.631590e+001	3.107675e+000	3.062515e-002	1.799764e+001	2.091001e-002	4.398164e-005
8.146896323784070e-004	2.631506e+001	2.735842e+000	3.924378e-002	1.799763e+001	2.090682e-002	4.533742e-005
8.186896323783000e-004	2.631422e+001	2.435555e+000	4.559177e-002	1.799762e+001	2.090383e-002	4.634333e-005
8.216361861639321e-004	2.631360e+001	2.269159e+000	4.865509e-002	1.799761e+001	2.090179e-002	4.683073e-005
8.232832276371394e-004	2.631325e+001	2.204075e+000	4.958763e-002	1.799760e+001	2.090072e-002	4.697913e-005
8.247918427581880e-004	2.631293e+001	2.165593e+000	4.987442e-002	1.799760e+001	2.089981e-002	4.702426e-005
8.264226280818576e-004	2.631259e+001	2.146016e+000	4.960916e-002	1.799759e+001	2.089889e-002	4.698084e-005
8.288153018267686e-004	2.631209e+001	2.159877e+000	4.813085e-002	1.799759e+001	2.089766e-002	4.674289e-005
8.326896323793687e-004	2.631127e+001	2.267578e+000	4.360386e-002	1.799758e+001	2.089592e-002	4.601853e-005
8.366896323792616e-004	2.631043e+001	2.477393e+000	3.652600e-002	1.799758e+001	2.089440e-002	4.489411e-005
8.406896323791546e-004	2.630959e+001	2.783151e+000	2.717575e-002	1.799757e+001	2.089317e-002	4.342340e-005
8.446896323790476e-004	2.630875e+001	3.164108e+000	1.611795e-002	1.799757e+001	2.089215e-002	4.170630e-005
8.486896323789406e-004	2.630791e+001	3.593825e+000	4.047399e-003	1.799756e+001	2.089128e-002	3.986018e-005
8.526896323788336e-004	2.630706e+001	4.043427e+000	-8.277467e-003	1.799756e+001	2.089047e-002	3.800643e-005
8.566896323787265e-004	2.630622e+001	4.483926e+000	-2.008223e-002	1.799756e+001	2.088963e-002	3.626123e-005
8.606896323786195e-004	2.630538e+001	4.888272e+000	-3.062515e-002	1.799755e+001	2.088869e-002	3.472820e-005
8.646896323785125e-004	2.630454e+001	5.232926e+000	-3.924378e-002	1.799755e+001	2.088758e-002	3.349331e-005
8.686896323784055e-004	2.630370e+001	5.505270e+000	-4.559177e-002	1.799755e+001	2.088626e-002	3.259439e-005
8.716361861638156e-004	2.630308e+001	5.653818e+000	-4.865509e-002	1.799754e+001	2.088515e-002	3.216416e-005
8.732832276370228e-004	2.630273e+001	5.711339e+000	-4.958763e-002	1.799754e+001	2.088445e-002	3.203393e-005
8.747918427582935e-004	2.630242e+001	5.745208e+000	-4.987442e-002	1.799754e+001	2.088376e-002	3.199419e-005
8.764226280819631e-004	2.630207e+001	5.762479e+000	-4.960916e-002	1.799753e+001	2.088295e-002	3.203172e-005
8.788153018268741e-004	2.630157e+001	5.750485e+000	-4.813085e-002	1.799753e+001	2.088166e-002	3.223981e-005
8.826896323794742e-004	2.630076e+001	5.655697e+000	-4.360386e-002	1.799752e+001	2.087936e-002	3.287979e-005
8.866896323793672e-004	2.629992e+001	5.468626e+000	-3.652600e-002	1.799751e+001	2.087673e-002	3.388934e-005
8.906896323792601e-004	2.629907e+001	5.190934e+000	-2.717575e-002	1.799750e+001	2.087383e-002	3.523977e-005
8.946896323791531e-004	2.629823e+001	4.836476e+000	-1.611795e-002	1.799748e+001	2.087071e-002	3.686098e-005
8.986896323790461e-004	2.629739e+001	4.425098e+000	-4.047399e-003	1.799747e+001	2.086743e-002	3.865953e-005
9.026896323789391e-004	2.629655e+001	3.981132e+000	8.277467e-003	1.799746e+001	2.086404e-002	4.052576e-005
9.066896323788320e-004	2.629571e+001	3.532213e+000	2.008223e-002	1.799744e+001	2.086064e-002	4.234009e-005
9.106896323787250e-004	2.629487e+001	3.107537e+000	3.062515e-002	1.799743e+001	2.085730e-002	4.398156e-005
9.146896323786180e-004	2.629403e+001	2.735704e+000	3.924378e-002	1.799742e+001	2.085411e-002	4.533733e-005
9.186896323785110e-004	2.629319e+001	2.435417e+000	4.559177e-002	1.799740e+001	2.085113e-002	4.634324e-005
9.216361861639211e-004	2.629257e+001	2.269022e+000	4.865509e-002	1.799740e+001	2.084909e-002	4.683063e-005
9.232832276371283e-004	2.629223e+001	2.203938e+000	4.958763e-002	1.799739e+001	2.084803e-002	4.697903e-005
9.247918427581769e-004	2.629191e+001	2.165456e+000	4.987442e-002	1.799739e+001	2.084712e-002	4.702417e-005
9.264226280818466e-004	2.629157e+001	2.145880e+000	4.960916e-002	1.799739e+001	2.084620e-002	4.698075e-005
9.288153018267575e-004	2.629107e+001	2.159740e+000	4.813085e-002	1.799738e+001	2.084497e-002	4.674280e-005
9.326896323793577e-004	2.629025e+001	2.267440e+000	4.360386e-002	1.799737e+001	2.084323e-002	4.601844e-005
9.366896323792506e-004	2.628941e+001	2.477255e+000	3.652600e-002	1.799737e+001	2.084173e-002	4.489402e-005
9.406896323791436e-004	2.628857e+001	2.783013e+000	2.717575e-002	1.799736e+001	2.084050e-002	4.342331e-005
9.446896323790366e-004	2.628773e+001	3.163969e+000	1.611795e-002	1.799736e+001	2.083949e-002	4.170622e-005
9.486896323789296e-004	2.628689e+001	3.593685e+000	4.047399e-003	1.799735e+001	2.083862e-002	3.986010e-005
9.526896323788225e-004	2.628605e+001	4.043287e+000	-8.277467e-003	1.799735e+001	2.083781e-002	3.800635e-005
9.566896323787155e-004	2.628522e+001	4.483786e+000	-2.008223e-002	1.799735e+001	2.083698e-002	3.626116e-005
9.606896323786085e-004	2.628438e+001	4.888130e+000	-3.062515e-002	1.799734e+001	2.083604e-002	3.472813e-005
9.646896323785015e-004	2.628354e+001	5.232784e+000	-3.924378e-002	1.799734e+001	2.083494e-002	3.349324e-005
9.686896323783945e-004	2.628270e+001	5.505128e+000	-4.559177e-002	1.799734e+001	2.083363e-002	3.259432e-005
9.716361861638045e-004	2.628208e+001	5.653676e+000	-4.865509e-002	1.799733e+001	2.083251e-002	3.216410e-005
9.732832276370118e-004	2.628173e+001	5.711196e+000	-4.958763e-002	1.799733e+001	2.083182e-002	3.203387e-005
9.747918427580604e-004	2.628142e+001	5.745065e+000	-4.987442e-002	1.799732e+001	2.083113e-002	3.199412e-005
9.764226280817301e-004	2.628107e+001	5.762337e+000	-4.960916e-002	1.799732e+001	2.083033e-002	3.203165e-005
9.788153018266410e-004	2.628057e+001	5.750342e+000	-4.813085e-002	1.799732e+001	2.082904e-002	3.223974e-005
9.826896323790191e-004	2.627976e+001	5.655555e+000	-4.360386e-002	1.799731e+001	2.082675e-002	3.287973e-005
9.866896323789121e-004	2.627892e+001	5.468484e+000	-3.652600e-002	1.799730e+001	2.082412e-002	3.388927e-005
9.906896323788050e-004	2.627808e+001	5.190793e+000	-2.717575e-002	1.799729e+001	2.082123e-002	3.523970e-005
9.946896323786980e-004	2.627724e+001	4.836336e+000	-1.611795e-002	1.799727e+001	2.081811e-002	3.686090e-005
9.986896323785910e-004	2.627641e+001	4.429893e+000	-4.076337e-003	1.799726e+001	2.081485e-002	3.864974e-005
1.000000000000112e-003	2.627613e+001	4.287437e+000	2.817117e-013	1.799726e+001	2.081375e-002	3.926156e-005
